term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0009228,Bullet-shaped proximal phalanx of the 5th finger,Bullet-shaped innermost pinkie finger bone
http://purl.obolibrary.org/obo/HP_0002063,Rigidity,Muscle rigidity
http://purl.obolibrary.org/obo/HP_0005585,Spotty hyperpigmentation,Spotty increased pigmentation
http://purl.obolibrary.org/obo/HP_0430009,Hypoplasia of eyelid,Decreased size of eyelid
http://purl.obolibrary.org/obo/HP_0000750,Delayed speech and language development,Speech delay
http://purl.obolibrary.org/obo/HP_0010750,Dermatochalasis,Redundant eyelid skin
http://purl.obolibrary.org/obo/HP_0011362,Abnormal hair quantity,Abnormal hair quantity
http://purl.obolibrary.org/obo/HP_0010167,Irregular epiphyses of the toes,Irregular end part of the toe bones
http://purl.obolibrary.org/obo/HP_0005041,Irregular capital femoral epiphysis,Irregular end part of innermost thighbone
http://purl.obolibrary.org/obo/HP_0030159,Cervical polyp,Cervical tumor
http://purl.obolibrary.org/obo/HP_0000712,Emotional lability,Emotional instability
http://purl.obolibrary.org/obo/HP_0006323,Premature loss of primary teeth,Premature loss of baby teeth
http://purl.obolibrary.org/obo/HP_0000158,Macroglossia,Large tongue
http://purl.obolibrary.org/obo/HP_0011999,Paranoia,Paranoia
http://purl.obolibrary.org/obo/HP_0012811,Wide nasal ridge,Wide nasal ridge
http://purl.obolibrary.org/obo/HP_0000464,Abnormality of the neck,Abnormality of the neck
http://purl.obolibrary.org/obo/HP_0002984,Hypoplasia of the radius,Underdeveloped outer large forearm bone
http://purl.obolibrary.org/obo/HP_0000307,Pointed chin,Pointed chin
http://purl.obolibrary.org/obo/HP_0000485,Megalocornea,Enlarged cornea
http://purl.obolibrary.org/obo/HP_0009318,Aplasia/Hypoplasia of the 3rd finger,Absent/underdeveloped middle finger
http://purl.obolibrary.org/obo/HP_0100106,Ivory epiphysis of the distal phalanx of the 2nd toe,Increased bone density of end part of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0006482,Abnormality of dental morphology,Malformed teeth
http://purl.obolibrary.org/obo/HP_0002683,Abnormality of the calvaria,Abnormality of the skullcap
http://purl.obolibrary.org/obo/HP_0100083,Ivory epiphyses of the 5th toe,Increased bone density of end part of the little toe bone
http://purl.obolibrary.org/obo/HP_0006297,Hypoplasia of dental enamel,Underdeveloped teeth enamel
http://purl.obolibrary.org/obo/HP_0006573,Acute hepatic steatosis,Acute fatty liver
http://purl.obolibrary.org/obo/HP_0011457,Loss of eyelashes,Missing eyelashes
http://purl.obolibrary.org/obo/HP_0100373,Aplasia/Hypoplasia of the middle phalanx of the 4th toe,Absent/underdeveloped middle bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0000742,Self-mutilation,Deliberate self-harm
http://purl.obolibrary.org/obo/HP_0010721,Abnormal hair whorl,Abnormal hair whorl
http://purl.obolibrary.org/obo/HP_0007413,Nevus flammeus of the forehead,Port-wine stain on forehead
http://purl.obolibrary.org/obo/HP_0012298,Long middle phalanx of finger,Long middle bone of finger
http://purl.obolibrary.org/obo/HP_0006887,"Intellectual disability, progressive",Progressive mental retardation
http://purl.obolibrary.org/obo/HP_0006631,Hypoplastic distal segments of scapulae,Underdeveloped outermost segments of shoulder blade
http://purl.obolibrary.org/obo/HP_0004219,Abnormality of the middle phalanx of the 5th finger,Abnormality of the middle bone of pinky finger
http://purl.obolibrary.org/obo/HP_0002236,Frontal upsweep of hair,Frontal upsweep of hair
http://purl.obolibrary.org/obo/HP_0011805,Abnormal skeletal muscle morphology,Abnormally shaped muscle
http://purl.obolibrary.org/obo/HP_0010391,Duplication of the phalanges of the 5th toe,Duplication of the bones of the little toe
http://purl.obolibrary.org/obo/HP_0001709,Third degree atrioventricular block,Complete heart block
http://purl.obolibrary.org/obo/HP_0001106,Periorbital hyperpigmentation,Dark circles around the eyes
http://purl.obolibrary.org/obo/HP_0011137,Non-pruritic urticaria,Non-itchy hives
http://purl.obolibrary.org/obo/HP_0002230,Generalized hirsutism,Excessive hairiness over body
http://purl.obolibrary.org/obo/HP_0008767,Self-mutilation of tongue and lips due to involuntary movements,Self-mutilation of tongue and lips due to involuntary movements
http://purl.obolibrary.org/obo/HP_0001809,Split nail,Longitudinal splitting of nail
http://purl.obolibrary.org/obo/HP_0010201,Triangular shaped middle phalanges of the toes,Triangular shaped middle bones of toes
http://purl.obolibrary.org/obo/HP_0009392,Triangular epiphyses of the 5th finger,Triangular end part of the little finger
http://purl.obolibrary.org/obo/HP_0100380,Aplasia of the distal phalanx of the 5th toe,Absent outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0100375,Aplasia/hypoplasia of the proximal phalanx of the 3rd toe,Absent/underdeveloped innermost bone of 3rd toe
http://purl.obolibrary.org/obo/HP_0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,Enlarged end part of the innermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0007425,Hyperextensible skin of face,Stretchable face skin
http://purl.obolibrary.org/obo/HP_0009644,Curved distal phalanx of the thumb,Curved outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0010757,Aplasia of the premaxilla,Absence of the primary palate bone
http://purl.obolibrary.org/obo/HP_0002126,Polymicrogyria,More grooves in brain
http://purl.obolibrary.org/obo/HP_0010741,Pedal edema,Lower leg swelling
http://purl.obolibrary.org/obo/HP_0000745,Diminished motivation,Lacking in initiative
http://purl.obolibrary.org/obo/HP_0000283,Broad face,Broad face
http://purl.obolibrary.org/obo/HP_0007269,Spinal muscular atrophy,Spinal muscle wasting
http://purl.obolibrary.org/obo/HP_0011800,Midface retrusion,Decreased size of midface
http://purl.obolibrary.org/obo/HP_0001769,Broad foot,Broad foot
http://purl.obolibrary.org/obo/HP_0009166,Fragmentation of the epiphysis of the distal phalanx of the 5th finger,Fragmentation of end part of the outermost bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0008726,Hypoplasia of the vagina,Underdeveloped vagina
http://purl.obolibrary.org/obo/HP_0001833,Long foot,large feet
http://purl.obolibrary.org/obo/HP_0012437,Abnormal gallbladder morphology,Abnormal gallbladder structure
http://purl.obolibrary.org/obo/HP_0100776,Recurrent pharyngitis,Recurrent sore throat
http://purl.obolibrary.org/obo/HP_0010104,Absent first metatarsal,Absent 1st long bone of foot
http://purl.obolibrary.org/obo/HP_0100079,Cone-shaped epiphyses of the 5th toe,Cone-shaped end part of the little toe bone
http://purl.obolibrary.org/obo/HP_0010203,Aplasia/hypoplasia of proximal toe phalanx,Absent/small innermost toe bones
http://purl.obolibrary.org/obo/HP_0100938,Sclerosis of the middle phalanx of the 5th toe,Increased bone density in the middle bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0010272,Fragmentation of the epiphyses of the proximal phalanges of the hand,Fragmentation of the end part of the innermost hand bones
http://purl.obolibrary.org/obo/HP_0000122,Unilateral renal agenesis,Missing one kidney
http://purl.obolibrary.org/obo/HP_0009634,Patchy sclerosis of the proximal phalanx of the thumb,Uneven increase in bone density in the innermost thumb bone
http://purl.obolibrary.org/obo/HP_0100904,Sclerosis of the middle phalanx of the 2nd finger,Increased bone density in the middle bone of the index finger
http://purl.obolibrary.org/obo/HP_0012179,Craniofacial dystonia,Abnormal craniofacial muscle tone
http://purl.obolibrary.org/obo/HP_0010937,Abnormality of the nasal skeleton,Abnormality of the nasal skeleton
http://purl.obolibrary.org/obo/HP_0009237,Short 5th finger,Short 5th finger
http://purl.obolibrary.org/obo/HP_0005109,Abnormality of the Achilles tendon,Abnormality of the Achilles tendon
http://purl.obolibrary.org/obo/HP_0003189,Long nose,Nasal elongation
http://purl.obolibrary.org/obo/HP_0100042,Broad 4th toe,Wide 4th toe
http://purl.obolibrary.org/obo/HP_0031287,Seborrheic keratosis,Senile wart
http://purl.obolibrary.org/obo/HP_0011448,Ankle clonus,Abnormal rhythmic movements of ankle
http://purl.obolibrary.org/obo/HP_0011223,Metopic depression,Depression of frontal cranial suture
http://purl.obolibrary.org/obo/HP_0002553,Highly arched eyebrow,Arched eyebrows
http://purl.obolibrary.org/obo/HP_0100874,Thick hair,Thick hair
http://purl.obolibrary.org/obo/HP_0100440,Bullet-shaped distal phalanx of the 3rd toe,Bullet-shaped outermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0030151,Cholangitis,Bile duct inflammation
http://purl.obolibrary.org/obo/HP_0010730,Double eyebrow,Duplication of eyebrow
http://purl.obolibrary.org/obo/HP_0010461,Abnormality of the male genitalia,Abnormality of the male genitalia
http://purl.obolibrary.org/obo/HP_0009350,Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,Fragmentation of end part of innermost long bone of the middle finger
http://purl.obolibrary.org/obo/HP_0009284,Abnormality of the proximal phalanx of the 4th finger,Abnormality of the proximal phalanx of the ring finger
http://purl.obolibrary.org/obo/HP_0003935,Wide humeral diaphysis,Broad shaft of long bone in upper arm
http://purl.obolibrary.org/obo/HP_0100903,Sclerosis of the distal phalanx of the 5th finger,Increased bone density in the outermost pinky finger bone
http://purl.obolibrary.org/obo/HP_0001522,Death in infancy,Death in infancy
http://purl.obolibrary.org/obo/HP_0008414,Lumbar kyphosis in infancy,Round back in infancy
http://purl.obolibrary.org/obo/HP_0100503,Low levels of vitamin B1,Vitamin B1 deficiency
http://purl.obolibrary.org/obo/HP_0006286,Yellow-brown discoloration of the teeth,Yellow-brown discolored teeth
http://purl.obolibrary.org/obo/HP_0009575,Triangular shaped middle phalanx of the 2nd finger,Triangular shaped middle bone of index finger
http://purl.obolibrary.org/obo/HP_0006703,Aplasia/Hypoplasia of the lungs,Absent/small lungs
http://purl.obolibrary.org/obo/HP_0000813,Bicornuate uterus,Heart shaped uterus
http://purl.obolibrary.org/obo/HP_0009900,Unilateral deafness,Deafness in one ear
http://purl.obolibrary.org/obo/HP_0000337,Broad forehead,Wide forehead
http://purl.obolibrary.org/obo/HP_0012893,Neck muscle hypertrophy,Overgrowth of neck muscles
http://purl.obolibrary.org/obo/HP_0009746,Thick nasal septum,Broad nasal septum
http://purl.obolibrary.org/obo/HP_0004482,Relative macrocephaly,Relatively large head
http://purl.obolibrary.org/obo/HP_0003365,Arthralgia of the hip,Hip joint pain
http://purl.obolibrary.org/obo/HP_0500133,Hypotyrosinemia,Low blood tyrosine concentration
http://purl.obolibrary.org/obo/HP_0010707,1-4 finger syndactyly,Webbed 1st-4th finger
http://purl.obolibrary.org/obo/HP_0010302,Spinal cord tumor,Spinal cord tumor
http://purl.obolibrary.org/obo/HP_0001795,Hyperconvex nail,Increased nail curvature
http://purl.obolibrary.org/obo/HP_0007626,Mandibular osteomyelitis,Lower jaw bone infection
http://purl.obolibrary.org/obo/HP_0100210,Small epiphysis of the distal phalanx of the 5th toe,Small end part of the outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0003307,Hyperlordosis,Prominent swayback
http://purl.obolibrary.org/obo/HP_0003881,Humeral sclerosis,Increased bone density in long bone of upper arm
http://purl.obolibrary.org/obo/HP_0010746,Hypoplasia of the phalanges of the toes,Small toe bones
http://purl.obolibrary.org/obo/HP_0002205,Recurrent respiratory infections,Susceptibility to respiratory infections
http://purl.obolibrary.org/obo/HP_0200098,Absent skin pigmentation,Lack of skin coloration
http://purl.obolibrary.org/obo/HP_0008480,Cervical spondylosis,Neck arthritis
http://purl.obolibrary.org/obo/HP_0008850,Severe postnatal growth retardation,Marked growth retardation
http://purl.obolibrary.org/obo/HP_0000346,Whistling appearance,Whistling facial appearance
http://purl.obolibrary.org/obo/HP_0010335,Abnormality of the epiphyses of the 4th toe,Abnormality of the end part of the 4th toe bone
http://purl.obolibrary.org/obo/HP_0100925,Sclerosis of foot bone,Increased bone density in foot bone
http://purl.obolibrary.org/obo/HP_0012094,Abnormal pancreas size,Abnormal pancreas size
http://purl.obolibrary.org/obo/HP_0100668,Intestinal duplication,Bowel duplication
http://purl.obolibrary.org/obo/HP_0002616,Aortic root aneurysm,Bulge in wall of root of large artery that carries blood away from heart
http://purl.obolibrary.org/obo/HP_0100182,Cone-shaped epiphysis of the middle phalanx of the 4th toe,Cone-shaped end part of the middle bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0009924,Aplasia/Hypoplasia involving the nose,Decreased nasal size
http://purl.obolibrary.org/obo/HP_0008887,Adipose tissue loss,Loss of fat tissue
http://purl.obolibrary.org/obo/HP_0010208,Patchy sclerosis of proximal toe phalanx,Uneven increase in bone density in innermost toe bone
http://purl.obolibrary.org/obo/HP_0001742,Nasal obstruction,Blockage of nose
http://purl.obolibrary.org/obo/HP_0004207,Abnormal 5th finger morphology,Abnormality of the little finger
http://purl.obolibrary.org/obo/HP_0003648,Lacticaciduria,High urine lactic acid levels
http://purl.obolibrary.org/obo/HP_0009659,Partial absence of thumb,Partial absence of thumb
http://purl.obolibrary.org/obo/HP_0000759,Abnormal peripheral nervous system morphology,Abnormal peripheral nervous system structure
http://purl.obolibrary.org/obo/HP_0100689,Decreased corneal thickness,Thin cornea
http://purl.obolibrary.org/obo/HP_0012746,Thin toenail,Thin toenail
http://purl.obolibrary.org/obo/HP_0001430,Abnormality of the calf musculature,Abnormal calf muscles
http://purl.obolibrary.org/obo/HP_0000739,Anxiety,"Excessive, persistent worry and fear"
http://purl.obolibrary.org/obo/HP_0000505,Visual impairment,Loss of eyesight
http://purl.obolibrary.org/obo/HP_0002648,Abnormality of calvarial morphology,Abnormality of the shape of cranium
http://purl.obolibrary.org/obo/HP_0010228,Absent epiphyses of the phalanges of the hand,Absent end part of fingers
http://purl.obolibrary.org/obo/HP_0040032,Hypoplasia of the upper eyelids,Underdevelopment of upper eyelid
http://purl.obolibrary.org/obo/HP_0006481,Abnormality of primary teeth,Abnormality of milk teeth
http://purl.obolibrary.org/obo/HP_0004226,Curved distal phalanx of the 5th finger,Curved outermost pinky finger bone
http://purl.obolibrary.org/obo/HP_0003898,Large humeral epiphyses,Large end part of long bone in upper arm
http://purl.obolibrary.org/obo/HP_0000403,Recurrent otitis media,Recurrent middle ear infection
http://purl.obolibrary.org/obo/HP_0009250,Absent epiphysis of the distal phalanx of the 4th finger,Absent end part of the outermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0009115,Aplasia/hypoplasia involving the skeleton,Absent/underdeveloped skeleton
http://purl.obolibrary.org/obo/HP_0012378,Fatigue,Fatigue
http://purl.obolibrary.org/obo/HP_0010247,Bracket epiphyses of the distal phalanges of the hand,Bracket shaped end part of the outermost hand bones
http://purl.obolibrary.org/obo/HP_0004523,Long eyebrows,Increased transverse length of eyebrow
http://purl.obolibrary.org/obo/HP_0100145,Triangular epiphysis of the distal phalanx of the 3rd toe,Triangular end part of the outermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum,Narrow nasal septum
