## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01
id_signe_23260	HP:0000951		Erythema/erythematous lesions/erythroderma/polymorphous erythema	Abnormality of the skin	sdoelken	mapped to parent term which is very general but we cannot do any better with this 


id_signe_9120	HP:0000170		Thick lips	Full lips	"skoehler, sdoelken"	# good mapping


id_signe_51120	HP:0100727		Histiocystosis	Histiocystosis	sdoelken	# good mapping (cretaed new HP term)


id_signe_50810	HP:0100728		Germ cell malignancy/germinoma/teratoma (excluding ovary/testis)	Germ cell neoplasia	sdoelken	"we cannot ""exclude ovary and testis"""


id_signe_3080	HP:0100729		Large face	Large face	sdoelken	# good mapping (cretaed new HP term)


id_signe_22540	HP:0001841		Broad/bifid big toe	Preaxial polydactyly (feet)	sdoelken	# good enough 


id_signe_32440	HP:0000776		Diaphragmatic hernia/defect/agenesis	Diaphragmatic hernia	"skoehler, sdoelken"	probably the best choice


id_signe_41210	HP:0000821		Hypothyroidy	Hypothyroidism	sdoelken	# good mapping


id_signe_28330	HP:0005242		Extrahepatic biliary tract atresia/obstruction	Extrahepatic biliary duct atresia	"skoehler, sdoelken"	# good enough 


id_signe_35300	HP:0004420		Arterial embolism/thrombosis	Arterial thrombosis	"skoehler, sdoelken"	# good enough 


id_signe_33300	HP:0002099		Asthma/bronchospasm	Asthma	"skoehler, sdoelken"	# good enough 


id_signe_48120	HP:0001903		Anaemia	Anemia	sdoelken	# good mapping


id_signe_55140	HP:0005268		Spontaneous abortions	Increased risk of spontaneous abortion	sdoelken	# good mapping


id_signe_34440	HP:0001671		Cardiac septal defect	Abnormality of the cardiac septa	sdoelken	# good enough 


id_signe_22120	HP:0001763		Flat foot	Pes planus	sdoelken	# good mapping


id_signe_53000			Build/stature/longevity anomalies		sdoelken	???


id_signe_4540	HP:0001059		Pterygion	Pterygia	sdoelken	# good enough 


id_signe_33700	HP:0100730		Bronchogenic cyst	Bronchogenic cyst	sdoelken	# good mapping


id_signe_3860	HP:0100731		Lateral facial cleft	Lateral facial cleft	sdoelken	# good mapping (cretaed new HP term)


id_signe_3280	HP:0010628		Facial palsy	Facial nerve palsy	"skoehler, sdoelken"	# good mapping


id_signe_7800	HP:0000499		Absent/decreased lashes	Abnormality of the eyelashes	sdoelken	mapped to parent term as there are absent as well as sparse eyelashes in the HPO


id_signe_30660	HP:0100732		Pancreatic fibrosis	Pancreatic fibrosis	sdoelken	# good mapping (cretaed new HP term)


id_signe_50270	HP:0002896		Hepatic/liver neoplasm/tumor/carcinoma/cancer	Neoplasm of the liver	"skoehler, sdoelken"	# good mapping


id_signe_19240	HP:0005718		Radius anomaly/absence/agenesis/hypoplasia/abnormal radial ray	Radial aplasia/hypoplasia	"skoehler, sdoelken"	# good mapping


id_signe_50630	HP:0100733		Parathyroid neoplasm/tumor/carcinoma/cancer	Parathyroid neoplasia	sdoelken	# good mapping (cretaed new HP term)


id_signe_48480	HP:0001874		Polynuclear cells/neutrophils anomalies/neutropenia	Abnormality of neutrophils	"skoehler, sdoelken"	# mapped to parent term


id_signe_5180	HP:0001103		Macular pigmentary anomaly/cherry-red spot	Abnormality of the macula	"skoehler, sdoelken"	# mapped to parent term


id_signe_16420	HP:0100734		Epiphyseal vertebral anomaly	Abnormality of the vertebral epiphyses	sdoelken	# good mapping (cretaed new HP term)


id_signe_50820	HP:0100242		Sarcoma	Sarkoma	"skoehler, sdoelken"	# good mapping


id_signe_11150	HP:0000174		High vaulted/narrow palate	Abnormality of palate	"skoehler, sdoelken"	# mapped to parent term


id_signe_13180	HP:0005103		Calcified/rigid ear cartilage	Cartilaginous ossification of pinnae	sdoelken	# good mapping


id_signe_4740	HP:0008063		Aphakia/microphakia/spherophakia/biphakia/absence of lens/lenticone/lentiglobus	Aplasia/Hypoplasia of the lens	"skoehler, sdoelken"	# good mapping


id_signe_3480	HP:0000272		Mid-facial hypoplasia/short/small midface	Malar hypoplasia	sdoelken	# good mapping


id_signe_3660	HP:0000347		Micrognathia/retrognathia/micrognathism/retrognathism	Micrognathia	sdoelken	# includes all


id_signe_35210	HP:0100735		Acute arterial hypertension/hypertensive crisis	Hypertensive crisis	sdoelken	# good mapping (cretaed new HP term)


id_signe_41420	HP:0008219		Cortico-adrenal hypoplasia/insufficiency	Adrenocortical insufficiency	"skoehler, sdoelken"	# good mapping


id_signe_3580	HP:0010669		Flat cheek bones/malar hypoplasia	Hypoplasia of the zygomatic bone	sdoelken	# good mapping


id_signe_11600	HP:0100736		Immobile soft palate/soft palate anomaly	Abnormality of the soft palate	sdoelken	# good mapping (cretaed new HP term)


id_signe_50430	HP:0100615		Ovary/ovarian teratoma/germinoma	Ovarian neoplasm	sdoelken	has to be good enough


id_signe_20580	HP:0006195		Complete claw hand/camptodactyly of all fingers	Severe camptodactyly	sdoelken	# good enough


id_signe_42570	HP:0002308		Arnold-Chiari anomaly	Arnold-Chiari malformation	"skoehler, sdoelken"	# good mapping


id_signe_12200	HP:0001572		Complete/partial macrodontia	Macrodontia	"skoehler, sdoelken"	# good mapping


id_signe_43410	HP:0007328		Insensitivity to pain	Decreased pain sensation	"skoehler, sdoelken"	# good mapping


id_signe_12000	HP:0000164		Anomalies of teeth and dentition	Abnormality of the teeth	"skoehler, sdoelken"	# good mapping


id_signe_47080	HP:0010978		Immunodeficiency/increased susceptibility to infections/recurrent infections	Abnormality of immune system physiology	"skoehler, sdoelken"	"mapped to more general parent term; HPO has both Recurrent infections(HP:0002719)
  Immunodeficiency(HP:0002721)"


id_signe_10350	HP:0000221		Fissured/scrotal tongue	Furrowed tongue	"skoehler, sdoelken"	# good mapping


id_signe_52480			Insterstitial/subtelomeric microdeletion/deletion		sdoelken	probinson


id_signe_43610	HP:0100738		Bulimia/hyperphagia	Eating disorders	sdoelken	# good mapping (cretaed new HP term)


id_signe_20380			Thick/dowel fingers		sdoelken	???


id_signe_4460	HP:0100740		Embryotoxon	Embryotoxon	sdoelken	# good mapping (cretaed new HP term)


id_signe_50900	HP:0100742		Vascular malignancy/tumor	Vascular neoplasia	sdoelken	# good mapping (cretaed new HP term)


id_signe_21240	HP:0006443		Patella absent/abnormal (excluding luxation)	Patellar aplasia	"skoehler, sdoelken"	# good mapping


id_signe_5300	HP:0007703		Retinitis pigmentosa/retinal pigmentary changes	Abnormal retinal pigmentation	"skoehler, sdoelken"	# good mapping


id_signe_54210			Thirst		sdoelken	probinson


id_signe_34540	HP:0001639		Cardiomyopathy/hypertrophic/dilated	Hypertrophic cardiomyopathy	"skoehler, sdoelken"	# good mapping


id_signe_12450	HP:0000682		Enamel anomaly	Abnormality of dental enamel	"skoehler, sdoelken"	# good mapping


id_signe_21640	HP:0001883		Talipes-varus/metatarsal varus	Talipes	sdoelken	Talipes calcaneovarus - where the foot points inwards and up OR Talipes calcaneovalgus - where the foot points inwards and down.


id_signe_45750	HP:0005930		Epiphyseal anomaly	Abnormality of the epiphyses	"skoehler, sdoelken"	# good mapping


id_signe_34160	HP:0001641		Pulmonary valve anomaly/incompetence/insufficiency/regurgitation	Abnormality of the pulmonary valve	"skoehler, sdoelken"	# good mapping


id_signe_22200	HP:0008135		Foot hypoplasia/hypotrophy	Hypoplastic feet	"skoehler, sdoelken"	# good mapping


id_signe_49340			Organic acid metabolism anomalies		sdoelken	???


id_signe_50420	HP:0100615		Ovary/Fallopian tube neoplasm/tumor/carcinoma/cancer (excl. teratoma/germinoma)	Ovarian neoplasm	sdoelken	has to be good enough


id_signe_43420	HP:0003401		Paresthesia/dysesthesia/hypoesthesia/anesthesia/numbness	Paresthesia	skoehler


id_signe_15600	HP:0000766		Sternal/sternum anomalies	Abnormality of the sternum	"skoehler, sdoelken"	# good mapping


id_signe_48720	HP:0001391		Hemarthrosis	Hemarthroses	"skoehler, sdoelken"	# good mapping


id_signe_50220	HP:0100743		Rectum/rectalneoplasm/tumor/carcinoma/cancer	Neoplasia of the rectum	sdoelken	# good mapping (cretaed new HP term)


id_signe_15400	HP:0002558		Supernumerary nipples/polythelia	Supernumerary nipples	"skoehler, sdoelken"	# good mapping


id_signe_43620	HP:0000708		Humour troubles/anxiety/depression/apathy/euphoria/irritability	Behavioural/Psychiatric Abnormality	sdoelken	we have single terms for all of those but grouping especially those seems wrong


id_signe_19600	HP:0100745		Humeroulnar joint anomaly	Abnormality of the humeroulnar joint	sdoelken	# good mapping (cretaed new HP term)


id_signe_22400	HP:0100747		Macrodactyly/megalodactyly of toes	Macrodactyly (feet)	sdoelken	# good mapping (cretaed new HP term)


id_signe_44650	HP:0100748		Muscular edema	Muscular edema	sdoelken	# good mapping (cretaed new HP term)


id_signe_45780	HP:0010579		Cone epiphyses/epiphysis	Cone-shaped epiphyses	"skoehler, sdoelken"	# good mapping


id_signe_3300	HP:0000324		Facial structural asymmetry/facial hemiatrophy/facial hemihypertrophy	Facial asymmetry	"skoehler, sdoelken"	 # includes Hemifacial hypertrophy(HP:0005323) 


id_signe_43430			Hyperesthesia/allodynia/hyperalgia		sdoelken	probinson?


id_signe_7500	HP:0000498		Blepharitis/eyelid inflammation	Blepharitis	"skoehler, sdoelken"	# good mapping


id_signe_24120	HP:0002115		Decreased body hair/axillar/pubic hairlessness	Sparse or absent hair	"skoehler, sdoelken"	# good mapping


id_signe_50450	HP:0100650		Vaginal/vulvar neoplasm/tumor/carcinoma/cancer	Vaginal neoplasia 	sdoelken 	# good mapping


id_signe_38560	HP:0000024		Prostatic inflammation/prostatitis	Prostatitis	"skoehler, sdoelken"	# good mapping


id_signe_43630	HP:0000708		Psychosis/schizophrenia/maniac disoder	Behavioural/Psychiatric Abnormality	"skoehler, sdoelken"	we have all three terms but nothing to group them together such as this


id_signe_27090	HP:0100756		Hyposialorrhea	Reduced salivation	"skoehler, sdoelken"	# good mapping (cretaed new HP term)


id_signe_7700	HP:0000499		Long/thick/curved lashes/trichomegaly/polytrichia	Abnormality of the eyelashes	sdoelken 	we cannot group all of those so mapped to parent term


id_signe_21040	HP:0010497		Sirenomelia/mermaid/lower limb fusion	Sirenomelia	"skoehler, sdoelken"	# good mapping


id_signe_28880	HP:0006706		Polycystic liver disease/hepatic cysts	Cystic liver disease	"skoehler, sdoelken"	# good mapping


id_signe_50250	HP:0100757		Pancreatoblastoma	Pancreatoblastoma	sdoelken 	# good mapping (cretaed new HP term)


id_signe_16480	HP:0005645		Intervertebral disk calcification	Intervertebral disk calcifications	sdoelken	# good mapping


id_signe_41600	HP:0100651		Insulin-dependent/type 1 diabetes	Diabetes mellitus Type I	sdoelken	# good mapping (created new HP term)


id_signe_37040	HP:0000077		Renal/kidney anomalies	Abnormality of the kidneys	"skoehler, sdoelken"	# good mapping


id_signe_42390	HP:0002119		Dilated cerebral ventricles without hydrocephaly	Ventriculomegaly	sdoelken	"# good mapping but we cannot say ""without hydrocephaly"""


id_signe_18240	HP:0002983		Mesomelic micromelia	Micromelia	"skoehler, sdoelken"	has to be good enough


id_signe_34560	HP:0001637		Myocardium anomalies/myocarditis	Abnormality of the myocardium	"skoehler, sdoelken"	# mapped to parent term


id_signe_43440	HP:0002360		Sleep and vigilance disorders	Sleep disturbances	sdoelken	should be good enough


id_signe_34340	HP:0002623		Dextroposition of aorta	Overriding aorta	sdoelken	# good mapping (synonymous)


id_signe_22220	HP:0001829		Polydactyly of toes	Polydactyly (feet)	sdoelken	# good mapping


id_signe_5570	HP:0000551		Achromatopsia/dyschromatopsia/daltonism/impaired colour vision	Abnormal color vision	"skoehler, sdoelken"	# good mapping


id_signe_7300	HP:0000625		Coloboma of the eyelid	Eyelid coloboma	sdoelken	# good mapping


id_signe_37440	HP:0000069		Ureter/calyx/pelvis duplication/bifid/retrocava/retroiliac ureter	Abnormality of the ureter	sdoelken	# mapped to parent term


id_signe_24480	HP:0010721		Abnormal fall of hair	Abnormal hair whorl	sdoelken	# good mapping


id_signe_35810	HP:0100758		Gangrena/necrosis	Gangrene	sdoelken	# good mapping (created new HP term)


id_signe_34140	HP:0001646		Aortic valve atresia/stenosis/narrowing/supra-aortic/supra-valvular stenosis	Abnormality of the aortic valve	"skoehler, sdoelken"	# mapped to parent term


id_signe_43640	HP:0100716		Auto-aggressivity/auto-mutilation	Autoagression	sdoelken	# good mapping


id_signe_18640	HP:0009776		Aphalangia/hands and feet phalangeal bones absence/hypoplasia/aplasia	Adactyly	sdoelken	# good enough


id_signe_50240	HP:0002894		Pancreatic/pancreas neoplasm/tumor/carcinoma/cancer	Neoplasia of the pancreas	"skoehler, sdoelken"	# good mapping


id_signe_44250	HP:0003202		Muscle hypotrophy/atrophy/dystrophy/agenesis/amyotrophy	Amyotrophy	"skoehler, sdoelken"	# good mapping


id_signe_22420	HP:0100760		Terminal broadening/clubbing of toes	Clubbing (feet)	sdoelken	# good mapping (created new HP term)


id_signe_24680	HP:0010719		Brittle hair/distrix/trichorrhexis	Abnormality of hair texture	"skoehler, sdoelken"	# mapped to parent term


id_signe_48700	HP:0007420		Hematomas	Spontaneous hematomas	sdoelken	# good enough


id_signe_35000	HP:0011025		Functional anomalies of the cardio-circulatory system	Abnormality of cardiovascular system physiology	sdoelken	# good mapping


id_signe_50910	HP:0004375		Central nervous system/peripheral nerves neoplasm/tumor/carcinoma/cancer	Neoplasm of the nervous system	sdoelken	# good mapping (includes peripheral and central ns)


id_signe_34760	HP:0100761		Visceral angiomatosis (excluding skin)	Visceral angiomatosis	sdoelken	# good mapping (created new HP term)


id_signe_29780	HP:0100762		Hemobilia	Hemobilia	sdoelken	# good mapping (created new HP term)


id_signe_5540	HP:0000505		Mild visual loss/impaired visual acuity	Impaired vision	"skoehler, sdoelken"	# good mapping


id_signe_11900	HP:0000175		Cleft palate without cleft lip/submucosal cleft palate/bifid uvula	Cleft palate	sdoelken	# good enough


id_signe_33900	HP:0002205		Repeat respiratory infections	Recurrent respiratory infections	"skoehler, sdoelken"	# good mapping


id_signe_36600	HP:0100764		Lymphangioma/lymphatic malformations	Lymphangioma	sdoelken	# good enough


id_signe_23700	HP:0001012		Xanthomas/lipomas	Lipomas	"skoehler, sdoelken"	we also have xanthoma but they have nothing to do with lipomas


id_signe_52300	HP:0001426		Polygenic/multifactorial inheritance	Multifactorial	"skoehler, sdoelken"	# good enough


id_signe_20340			Spindle shaped fingers		sdoelken	???


id_signe_21200	HP:0009819		Lower limb transverse anomalies (excluding feet)	Phocomelia involving the lower limbs	sdoelken	as phocomelia excludes feet I presume this is meant?


id_signe_50460	HP:0100768		Choriocarcinoma	Choriocarcinoma	sdoelken	# good mapping (created new HP term)


id_signe_42090	HP:0002084		Encephalocele/exencephaly	Encephalocele	"skoehler, sdoelken"	does not include exencephaly


id_signe_49380	HP:0003287		Respiratory chain /mitochondrial anomalies	Abnormality of mitochondrial metabolism	"skoehler, sdoelken"	# good enough


id_signe_34500	HP:0001674		Atrioventricular canal	Complete atrioventricular canal	sdoelken	# good mapping


id_signe_12250	HP:0000672		Supernumerary teeth/polyodontia	Supernumerary tooth	"skoehler, sdoelken"	# good mapping


id_signe_16270	HP:0003312		Abnormal vertebral size/shape	Abnormal form of the vertebral bodies	sdoelken	# good enough


id_signe_21600	HP:0003028		Ankle anomalies	Abnormality of the ankles	"skoehler, sdoelken"	# good mapping


id_signe_33000	HP:0002795		Functional anomalies of the respiratory system and diaphragm	Functional respiratory abnormality	sdoelken	# good enough


id_signe_23300	HP:0000951		Follicular/erythematous/edematous papules/milium	Abnormality of the skin	sdoelken	the problem is that milia and papules for example are very distinct - containing fluids versus not etc.


id_signe_55580			Antenatal exposure : antimiototics		sdoelken	probinson


id_signe_34780	HP:0100026		Arteriovenous malformations/vascular malformations (excluding port-wine stains)	Arteriovenous malformations	"skoehler, sdoelken"	# good enough


id_signe_22440	HP:0005818		Distal phalangeal bones of toes hypoplasia/absence	Aplasia/Hypoplastia of the distal phalanges of the toes	sdoelken	# good mapping


id_signe_49580	HP:0001939		Oligoelements metabolism anomalies	Abnormality of metabolism/homeostasis	sdoelken	we do not have abn of micronutrients - do wee need those?


id_signe_34120	HP:0001646		Aortic valve anomaly/incompetence/insufficiency/regurgitation/bicuspid	Abnormality of the aortic valve	sdoelken	# good enough


id_signe_44000	HP:0003011		Muscle anomalies	Abnormality of musculature	sdoelken	# good mapping


id_signe_21080	HP:0002823		Femur anomaly/absence/agenesis/hypoplasia/bifurcation	Abnormality of the femur	sdoelken	# mapped to parent term


id_signe_50490	HP:0010788		Testicular/seminal neoplasm/tumor/carcinoma/cancer (excl. teratoma/germinoma)	Testicular neoplasm	sdoelken	"we cannot do ""exclude XYZ"""


id_signe_16240	HP:0003416		Rachidian/spine canal stenosis	Spinal canal stenosis	"skoehler, sdoelken"	# good enough


id_signe_37000	HP:0000079		Structural anomalies of the kidney and the urinary tract	Abnormality of the urinary system	sdoelken	# good enough for now


id_signe_8600	HP:0010761		Thick columella	"Columella, broad"	sdoelken	# good mapping


id_signe_46160	HP:0001369		Arthritis/synovitis/synovial proliferation	Arthritis	"skoehler, sdoelken"	we also have Synovitis and Synovial hypertrophy but they do not all have a common ancestor despite joints abn


id_signe_4480	HP:0100689		Keratoconus/keratoglobus	Decreased corneal thickness	"skoehler, sdoelken"	"# mapped to parent term : HPO has both   HP:0001119	Keratoglobus
  HP:0000563	Keratoconus"
