?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0030024>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Variably shaped, cartilage-containing tissue anterior to the external auditory meatus."	"Variably shaped, cartilage-containing tissue anterior to the external auditory meatus"	"Dış işitme açıklığının önünde değişken şekilli, kıkırdak içeren doku"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011726>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Systemic desaturation of a liveborn baby resulting from persistent pulmonary hypertension with a patent ductus arteriosus and patent foramen ovale, such that the circulation in postnatal life follows the fetal course."	"Systemic desaturation of a liveborn baby resulting from persistent pulmonary hypertension with a patent ductus arteriosus and patent foramen ovale, such that the circulation in postnatal life follows the fetal course"	"Postnatal hayatta dolaşımın fetal seyrini takip ettiği gibi patent duktus arteriyozuslu ve patent foramen ovaleli persistan pulmoner hipertansiyondan kaynaklanan canlı doğan bir bebeğin sistemik desatürasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410067>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in the level of L-fucose in the urine."	"An increase in the level of L-fucose in the urine"	"İdrarda L-fukoz seviyesinde bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003418>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the back."	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the back"	"Sırta lokalize fiziksel rahatsızlık (iğneleme, zonklama veya ağrıma) ile karakterize bir hoşnutsuzluk hissi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031044>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of brachydactyly characterized by absent middle phalanges of digits 2 to 5."	"A type of brachydactyly characterized by absent middle phalanges of digits 2 to 5"	"Parmak 2-5 orta falankslarının yokluğu ile karakterize bir brakidaktili tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011456>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Aplasia of the stapes."	"Aplasia of the stapes"	"Stapes aplazisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008226>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Insufficient amount of androgenic activity."	"Insufficient amount of androgenic activity"	"Yetersiz miktarda androjenik aktivite"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040176>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the normal concentration of a phospholipid in the blood circulation."	"Any deviation from the normal concentration of a phospholipid in the blood circulation"	"Kan dolaşımında normal bir fosfolipit konsantrasyonundan herhangi bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031666>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A murmur that occurs in the latter phase of systole."	"A murmur that occurs in the latter phase of systole"	"Sistolün geç fazında meydana gelen bir üfürüm"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012003>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Affective auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context."	"Affective auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context"	"Hayatta tecrübe edilenlere benzer şekilde öznel nitelikli duygusal auralar gerçek şartlar dışında meydana geldiği özne tarafından farkına varılır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100333>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A non-midline cleft of the upper lip on one side only."	"A non-midline cleft of the upper lip on one side only"	"Sadece tek tarafta orta hatta olmayan üst dudak yarığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410252>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Neutropenia with an absolute neutrophil count (ANC) less than 1,500,000,000/L lasting for more than 3 months."	"Neutropenia with an absolute neutrophil count (ANC) less than 1,500,000,000/L lasting for more than 3 months"	"Mutlak nötrofil sayısının (MNS) 3 aydan uzun süre 1,500,000,000/L'den az olduğu nötropeni"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012419>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally high level of blood oxygen."	"An abnormally high level of blood oxygen"	"Anormal olarak yüksek kan oksijen seviyesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410217>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A decreased concentration of 5-methyltetrahydrofolate in the blood."	"A decreased concentration of 5-methyltetrahydrofolate in the blood"	"Kanda azalmış bir 5-metiltetrahidrofolat konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032023>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Cellular infiltrate confirmed by a cellular infiltrate comprised of mainly eosinophils in the gallbladder wall on histological examination."	"Cellular infiltrate confirmed by a cellular infiltrate comprised of mainly eosinophils in the gallbladder wall on histological examination"	"Histolojik değerlendirmede safra kesesi duvarında çoğunlukla eozinofillerden oluşan hücresel infiltrat ile teyit edilen hücresel infiltrat"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040334>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Chronic rhinitis accompanied by pus formation."	"Chronic rhinitis accompanied by pus formation"	"Püy oluşumunun eşlik ettiği kronik rinit"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012309>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of amyloid deposition in the superficial dermis."	"The presence of amyloid deposition in the superficial dermis"	"Yüzeysel dermiste amiloid birikimi varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011637>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta."	"A coronary artery begins (branches off from) the pulmonary artery rather than as normal from the root of the aorta"	"Bir koroner arter normal olarak aort kökünden ziyade pulmoner arterden başlar (dallanır)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009575>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Triangular shaped middle phalanx of the 2nd finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx."	"Triangular shaped middle phalanx of the 2nd finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx"	"2. parmağın üçgen şeklindeki orta falanksı. Üçgen veya denildiği üzre delta şekilli falanks etkilenmiş falanksın parantez epifizi sonrası tipik bir sonucudur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008718>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A unilateral form of developmental dysplasia of the kidney."	"A unilateral form of developmental dysplasia of the kidney"	"Böbreğin gelişimsel displazisinin tek taraflı bir türü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100277>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Benign congenital lesions of the periauricular soft tissue consisting of a blind-ending narrow tube or pit."	"Benign congenital lesions of the periauricular soft tissue consisting of a blind-ending narrow tube or pit"	"Kör uçlu dar bir tüp ya da çukurdan oluşan periauriküler yumuşak dokunun iyi huylu konjenital lezyonları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031797>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The course a disease typically takes from its onset, progression in time, and eventual resolution or death of the affected individual."	"The course a disease typically takes from its onset, progression in time, and eventual resolution or death of the affected individual"	"Bir hastalığın tipik olarak başlangıcından, zaman içinde ilerlemesine ve nihayet kaybolması veya etkilenmiş bireyin ölümü ile olan gidişatı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000018>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of a zygomaticus major muscle."	"An abnormality of a zygomaticus major muscle"	"Majör zigomatik kasının bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100482>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Bony fusion of the middle and proximal phalanges of the 5th toe."	"Bony fusion of the middle and proximal phalanges of the 5th toe"	"5. ayak parmağının orta ve proksimal falankslarının kemik füzyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031210>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A deviation from the normal concentration of hyaluronic acid in the blood."	"A deviation from the normal concentration of hyaluronic acid in the blood"	"Kanda normal hyalüronik asit konsantrasyonundan sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012202>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in the concentration of bile acid in the blood."	"An increase in the concentration of bile acid in the blood"	"Kanda artmış safra asidi konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031980>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the normal concentration of a carboxylic acid in the urine."	"Any deviation from the normal concentration of a carboxylic acid in the urine"	"İdrarda normal karboksilik asit konsantrasyonundan herhangi bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032154>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Oral aphthous ulcers typically present as painful, sharply circumscribed fibrin-covered mucosal defects with a hyperemic border."	"Oral aphthous ulcers typically present as painful, sharply circumscribed fibrin-covered mucosal defects with a hyperemic border"	"Tipik olarak ağrılı, keskince çevrelenmiş hiperemik sınırlı fibrin kaplı mukozal defektler olarak kendini gösteren oral aftöz ülserler"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000283>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Bizygomatic (upper face) and bigonial (lower face) width greater than 2 standard deviations above the mean (objective); or an apparent increase in the width of the face (subjective)."	"Bizygomatic (upper face) and bigonial (lower face) width greater than 2 standard deviations above the mean (objective); or an apparent increase in the width of the face (subjective)"	"Bizigomatik (üst yüz) ve bigonyal (alt yüz) genişliğin ortalama 2 standart sapmadan daha fazla olması (nesnel); veya yüz genişliğinde belirgin bir artış (öznel)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002268>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A form of dystonia characterized by episodes of dystonia (often hemidystonia or generalized) lasting from minutes to hours. There are no dystonic symptoms between episodes."	"A form of dystonia characterized by episodes of dystonia (often hemidystonia or generalized) lasting from minutes to hours. There are no dystonic symptoms between episodes"	"Dakikalardan bir kaç saate kadar sürebilen distoni ataklarıyla (sıklıkla hemidistoni veya yaygın) karakterize bir distoni şekli. Ataklar arasında distonik semptomlar yoktur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002918>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally increased magnesium concentration in the blood."	"An abnormally increased magnesium concentration in the blood"	"Kanda anormal olarak artmış magnezyum konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100571>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cardiac diverticulum is a rare congenital malformation which is either fibrous or muscular."	"A cardiac diverticulum is a rare congenital malformation which is either fibrous or muscular"	"Kardiyak divertikül nadir görülen fibröz ya da müsküler bir konjenital malformasyondur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031391>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase above the normal level of major histocompatibility complex class II molecules expressed at the cell surface."	"An increase above the normal level of major histocompatibility complex class II molecules expressed at the cell surface"	"Hücre yüzeyinde eksprese edilen ana doku uyumluluk kompleksi sınıf II moleküllerinin normal seviyesi üzerinde bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000023>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the angular artery, the terminal branch of the facial artery."	"An abnormality of the angular artery, the terminal branch of the facial artery"	"Fasyal arterin terminal dalı olan angüler arterin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009675>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of the epiphysis located at the proximal end of the distal phalanx of the thumb."	"Absence of the epiphysis located at the proximal end of the distal phalanx of the thumb"	"El baş parmağının distal falanksının proksimal ucunda yer alan epifizin yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011339>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the vermilion border, the sharp demarcation between the lip (red colored) and the adjacent normal skin."	"An abnormality of the vermilion border, the sharp demarcation between the lip (red colored) and the adjacent normal skin"	"Dudak (kırmızı renkli) ve bitişik normal deri arasında keskin sınır olan vermiliyon sınırının bir anormalliği"@tr	"OFFICIAL"
