?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0000112>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A nonspecific term referring to disease or damage of the kidneys."	"A nonspecific term referring to disease or damage of the kidneys"	"Terme non spécifique désignant une maladie ou une lésion des reins."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000565>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A form of strabismus with one or both eyes turned inward ('crossed') to a relatively severe degree, usually defined as 10 diopters or more."	"A form of strabismus with one or both eyes turned inward ('crossed') to a relatively severe degree, usually defined as 10 diopters or more"	"Une forme de strabisme avec un ou les deux yeux tournés vers l'intérieur (\"croisés\") à un degré relativement sévère, généralement défini comme 10 dioptries ou plus."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009900>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A unilateral absence of sensory perception of sound."	"A unilateral absence of sensory perception of sound"	"Une absence unilatérale de perception sensorielle du son"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000381>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Stapes ankylosis refers to congenital or acquired fixation of the stapes (the stirrup-shaped small bone or ossicle in the middle ear), which is associated with conductive hearing resulting from impairment of the sound-conduction mechanism (the external auditory canal, tympanic membrane, and/or middle-ear ossicles)."	"Stapes ankylosis refers to congenital or acquired fixation of the stapes (the stirrup-shaped small bone or ossicle in the middle ear), which is associated with conductive hearing resulting from impairment of the sound-conduction mechanism (the external auditory canal, tympanic membrane, and/or middle-ear ossicles)"	"L'ankylose de l'étrier désigne la fixation congénitale ou acquise de l'étrier (petit os ou osselet de l'oreille moyenne en forme d'étrier), qui est associée à une surdité de transmission résultant d'une déficience du mécanisme de conduction du son (le conduit auditif externe, la membrane tympanique et/ou les osselets de l'oreille moyenne)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000371>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Acute otitis media is a short and generally painful infection of the middle ear."	"Acute otitis media is a short and generally painful infection of the middle ear"	"L'otite moyenne aiguë est une infection brève et généralement douloureuse de l'oreille moyenne."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000575>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A regional and pathological increase of the light detection threshold in any region of the visual field surrounded by a field of normal or relatively well-preserved vision."	"A regional and pathological increase of the light detection threshold in any region of the visual field surrounded by a field of normal or relatively well-preserved vision"	"Une augmentation régionale et pathologique du seuil de détection de la lumière dans toute région du champ visuel entourée d'une zone de champ de vision normale ou relativement bien préservée."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006476>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the islet of Langerhans, i.e., of the regions of the pancreas that contain its endocrine cells. These are the alpha cells, which produce glucagon, the beta cells, which produce insulin and amylin, the delta cells, which produce somatostatin, the PP cells, which produce pancreatic polypeptide, and the epsilon cells, which produce ghrelin."	"An abnormality of the islet of Langerhans, i.e., of the regions of the pancreas that contain its endocrine cells. These are the alpha cells, which produce glucagon, the beta cells, which produce insulin and amylin, the delta cells, which produce somatostatin, the PP cells, which produce pancreatic polypeptide, and the epsilon cells, which produce ghrelin"	"Une anomalie des 'îlots de Langerhans, c'est-à-dire des régions du pancréas qui contiennent ces cellules endocrines. Ces dernières sont: les cellules alpha, qui produisent le glucagon, les cellules bêta, qui produisent l'insuline et l'amyline; les cellules delta, qui produisent la somatostatine; les cellules PP, qui produisent le polypeptide pancréatique; les cellules epsilon, qui produisent la ghreline"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000068>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Congenital anomaly characterized by closure or failure to develop an opening in the urethra."	"Congenital anomaly characterized by closure or failure to develop an opening in the urethra"	"Anomalie congénitale caractérisée par la fermeture ou l'absence d'ouverture de l'urètre."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000180>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour."	"Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour"	"Multiples indentations et/ou élévations sur le bord et/ou la surface de la langue produisant un contour de surface irrégulier."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000488>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any noninflammatory disease of the retina. This nonspecific term is retained here because of its wide use in the literature, but if possible new annotations should indicate the precise type of retinal abnormality."	"Any noninflammatory disease of the retina. This nonspecific term is retained here because of its wide use in the literature, but if possible new annotations should indicate the precise type of retinal abnormality"	"Toute maladie non inflammatoire de la rétine. Ce terme non spécifique est conservé ici en raison de sa large utilisation dans la littérature, mais si possible, les nouvelles annotations doivent indiquer le type précis d'anomalie rétinienne."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002057>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Forward protrusion of the glabella."	"Forward protrusion of the glabella"	"Protrusion antérieure de la glabelle"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000365>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A decreased magnitude of the sensory perception of sound."	"A decreased magnitude of the sensory perception of sound"	"Une diminution de l'amplitude de la perception sensorielle du son."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000360>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Tinnitus is an auditory perception that can be described as the experience of sound, in the ear or in the head, in the absence of external acoustic stimulation."	"Tinnitus is an auditory perception that can be described as the experience of sound, in the ear or in the head, in the absence of external acoustic stimulation"	"Un acouphène est une perception auditive qui peut être décrite comme l'expérience d'un son, dans l'oreille ou dans la tête, en l'absence de stimulation acoustique externe."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000463>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Anteriorly-facing nostrils viewed with the head in the Frankfurt horizontal and the eyes of the observer level with the eyes of the subject. This gives the appearance of an upturned nose (upturned nasal tip)."	"Anteriorly-facing nostrils viewed with the head in the Frankfurt horizontal and the eyes of the observer level with the eyes of the subject. This gives the appearance of an upturned nose (upturned nasal tip)"	"Les narines orientées vers l'avant, vues avec la tête à l'horizontale de Francfort et les yeux de l'observateur au même niveau que les yeux du sujet. Cela donne l'apparence d'un nez retroussé (pointe nasale retroussée)."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000537>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A fold of skin starting at or just below the medial aspect of the lower lid and arching upward to cover, extend in front of and lateral to the medial canthus."	"A fold of skin starting at or just below the medial aspect of the lower lid and arching upward to cover, extend in front of and lateral to the medial canthus"	"Pli de peau commençant au niveau de la face médiale de la paupière inférieure ou juste en dessous et s'incurvant vers le haut pour couvrir, s'étendre devant et latéralement au canthus médial."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000260>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Enlargement of the anterior fontanelle with respect to age-dependent norms."	"Enlargement of the anterior fontanelle with respect to age-dependent norms"	"Élargissement de la fontanelle antérieure par rapport aux normes en fonction de l'âge"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000010>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Repeated infections of the urinary tract."	"Repeated infections of the urinary tract"	"Infections urinaires à répétition"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000478>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any abnormality of the eye, including location, spacing, and intraocular abnormalities."	"Any abnormality of the eye, including location, spacing, and intraocular abnormalities"	"Toute anomalie de l'œil, y compris l'emplacement, l'espacement et des anomalies intraoculaires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000532>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the choroid and retina."	"An abnormality of the choroid and retina"	"Anomalie de la choroïde et de la rétine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000286>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A fold of skin starting above the medial aspect of the upper eyelid and arching downward to cover, pass in front of and lateral to the medial canthus."	"A fold of skin starting above the medial aspect of the upper eyelid and arching downward to cover, pass in front of and lateral to the medial canthus"	"Un pli de peau commençant au-dessus de la partie médiale de la paupière supérieure et s'incurvant vers le bas pour couvrir, passer devant et sur le côté du canthus médial."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000028>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Testis in inguinal canal. That is, absence of one or both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the scrotum."	"Testis in inguinal canal. That is, absence of one or both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the testis"	"Testicule bloqué dans le canal inguinal. Autrement dit, absence d'un ou des deux testicules dans le scrotum en raison d'un arrêt de la migration du (ou des) testicule(s) lors de son (leur) trajet de descente le long du canal inguinal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000563>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cone-shaped deformity of the cornea characterized by the presence of corneal distortion secondary to thinning of the apex."	"A cone-shaped deformity of the cornea characterized by the presence of corneal distortion secondary to thinning of the apex"	"Déformation de la cornée en forme de cône caractérisée par la présence d'une distorsion cornéenne secondaire à l'amincissement de l'apex."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000104>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Agenesis, that is, failure of the kidney to develop during embryogenesis and development."	"Agenesis, that is, failure of the kidney to develop during embryogenesis and development"	"Agénésie, c'est à dire, absence développement du rein durant l'embryogénèse et le développement"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000096>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Accumulation of scar tissue within the glomerulus."	"Accumulation of scar tissue within the glomerulus"	"Accumulation de tissu cicatriciel dans le glomérule."@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000015>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Diverticulum (sac or pouch) in the wall of the urinary bladder."	"Diverticulum (sac or pouch) in the wall of the urinary bladder"	"Diverticule (petit sac ou poche) qui survient au niveau de la paroi de la vessie"@fr	"OFFICIAL"
