?term	?property	?translation_lang	?original_value	?translation
<http://purl.obolibrary.org/obo/HP_0012720>	<http://www.w3.org/2000/01/rdf-schema#label>		"Neoplasm of the nose"	"Néoplasie du nez"@fr
<http://purl.obolibrary.org/obo/HP_0045045>	<http://www.w3.org/2000/01/rdf-schema#label>		"Elevated plasma acylcarnitine levels"	"Taux d'acylcarnitine plasmatique élevé"
<http://purl.obolibrary.org/obo/HP_0000738>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hallucinations"	"Hallucinations"
<http://purl.obolibrary.org/obo/HP_0031099>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal circulating inhibin level"	"Taux d'inhibine circulante anormal"@fr
<http://purl.obolibrary.org/obo/HP_0009917>	<http://www.w3.org/2000/01/rdf-schema#label>		"Persistent pupillary membrane"	"persistance des membranes pupillaires"@fr
<http://purl.obolibrary.org/obo/HP_0009106>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal pelvis bone ossification"	"Ossification anormale des os pelviens"@fr
<http://purl.obolibrary.org/obo/HP_0000180>	<http://www.w3.org/2000/01/rdf-schema#label>		"Lobulated tongue"	"Langue lobulée"@fr
<http://purl.obolibrary.org/obo/HP_0045002>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent ossification of the trapezium"	"Ossification absente du trapèze"@fr
<http://purl.obolibrary.org/obo/HP_0007772>	<http://www.w3.org/2000/01/rdf-schema#label>		"Impaired smooth pursuit"	"poursuite oculaire anormale"@fr
<http://purl.obolibrary.org/obo/HP_0031603>	<http://www.w3.org/2000/01/rdf-schema#label>		"Impaired nasal mucociliary clearance"	"Trouble de la clairance mucociliaire nasale"@fr
<http://purl.obolibrary.org/obo/HP_0030867>	<http://www.w3.org/2000/01/rdf-schema#label>		"Vertical orbital dystopia"	"Dystopie orbitale verticale"@fr
<http://purl.obolibrary.org/obo/HP_0025597>	<http://www.w3.org/2000/01/rdf-schema#label>		"Inferior oblique muscle restriction"	"Restriction du muscle oblique inférieur"@fr
<http://purl.obolibrary.org/obo/HP_0002335>	<http://www.w3.org/2000/01/rdf-schema#label>		"Agenesis of cerebellar vermis"	"Agénésie du vermis cérébelleux"@fr
<http://purl.obolibrary.org/obo/HP_0002882>	<http://www.w3.org/2000/01/rdf-schema#label>		"Sudden episodic apnea"	"Apnée épisodique soudaine"@fr
<http://purl.obolibrary.org/obo/HP_0000105>	<http://purl.obolibrary.org/obo/IAO_0000115>		"An abnormal increase in the size of the kidney"	"Une augmentation anormale de la taille du rein"
<http://purl.obolibrary.org/obo/HP_0001998>	<http://www.w3.org/2000/01/rdf-schema#label>		"Neonatal hypoglycemia"	"Hypoglycémie néonatale"@fr
<http://purl.obolibrary.org/obo/HP_0200105>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent fifth toenail"	"Ongle du cinquième orteil absent"@fr
<http://purl.obolibrary.org/obo/HP_0030634>	<http://www.w3.org/2000/01/rdf-schema#label>		"Perifoveal ring of hyperautofluorescence surrounded by abnormal autofluorescence"	"Anneau périfovéal d'hyperautofluorescence entouré d'autofluorescence anormale"@fr
<http://purl.obolibrary.org/obo/HP_0030162>	<http://www.w3.org/2000/01/rdf-schema#label>		"Glomerulomegaly"	"Glomérulomégalie"@fr
<http://purl.obolibrary.org/obo/HP_0032079>	<http://www.w3.org/2000/01/rdf-schema#label>		"Medial degeneration"	"Dégénérescence médiane"@fr
<http://purl.obolibrary.org/obo/HP_0009768>	<http://www.w3.org/2000/01/rdf-schema#label>		"Broad phalanges of the hand"	"Phalanges de la main larges"@fr
<http://purl.obolibrary.org/obo/HP_0012729>	<http://www.w3.org/2000/01/rdf-schema#label>		"Saccular descending thoracic aortic aneurysm"	"Anévrisme de l'aorte thoracique descendante sacculaire"@fr
<http://purl.obolibrary.org/obo/HP_0005290>	<http://www.w3.org/2000/01/rdf-schema#label>		"Internal carotid artery hypoplasia"	"Hypoplasie de l'artère carotide interne"@fr
<http://purl.obolibrary.org/obo/HP_0005535>	<http://www.w3.org/2000/01/rdf-schema#label>		"Exercise-induced hemolysis"	"Hémolyse induite par l'exercise"@fr
<http://purl.obolibrary.org/obo/HP_0006414>	<http://www.w3.org/2000/01/rdf-schema#label>		"Distal tibial bowing"	"Incurvation du tibia distal"@fr
<http://purl.obolibrary.org/obo/HP_0003450>	<http://www.w3.org/2000/01/rdf-schema#label>		"Axonal regeneration"	"Régénération axonale sur biopsie d'un nerf"@fr
<http://purl.obolibrary.org/obo/HP_0009542>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the distal phalanx of the 2nd finger"	"Anomalie de la troisième phalange de l'index"@fr
<http://purl.obolibrary.org/obo/HP_0001076>	<http://www.w3.org/2000/01/rdf-schema#label>		"Glabellar hemangioma"	"Hémangiome glabellaire"@fr
<http://purl.obolibrary.org/obo/HP_0011948>	<http://www.w3.org/2000/01/rdf-schema#label>		"Recurrent acute respiratory tract infection"	"Infections des voies respiratoires aiguës récurrentes"@fr
<http://purl.obolibrary.org/obo/HP_0410139>	<http://www.w3.org/2000/01/rdf-schema#label>		"Exercise induced anaphylaxis"	"Anaphylaxie induite par l'exercice"@fr
<http://purl.obolibrary.org/obo/HP_0200000>	<http://www.w3.org/2000/01/rdf-schema#label>		"Dysharmonic bone age"	"Âge osseux dysharmonieux"@fr
<http://purl.obolibrary.org/obo/HP_0500061>	<http://www.w3.org/2000/01/rdf-schema#label>		"Retinopathy of prematurity zone III"	"Retinopathie de prématurité zone III"@fr
<http://purl.obolibrary.org/obo/HP_0008591>	<http://www.w3.org/2000/01/rdf-schema#label>		"Congenital conductive hearing impairment"	"Surdité de transmission congénitale"@fr
<http://purl.obolibrary.org/obo/HP_0001466>	<http://www.w3.org/2000/01/rdf-schema#label>		"Contiguous gene syndrome"	"Syndrome du gène contigu"@fr
<http://purl.obolibrary.org/obo/HP_0009170>	<http://www.w3.org/2000/01/rdf-schema#label>		"Osteolytic defects of the middle phalanx of the 5th finger"	"anomalies ostéolytiques de la phalange moyenne de l'auriculaire"@fr
<http://purl.obolibrary.org/obo/HP_0010547>	<http://www.w3.org/2000/01/rdf-schema#label>		"Muscle flaccidity"	"Flaccidité musculaire"@fr
<http://purl.obolibrary.org/obo/HP_0008000>	<http://www.w3.org/2000/01/rdf-schema#label>		"Decreased corneal reflex"	"Diminution du réflexe cornéen"@fr
<http://purl.obolibrary.org/obo/HP_0010285>	<http://www.w3.org/2000/01/rdf-schema#label>		"Oral synechia"	"Synéchie orale"@fr
<http://purl.obolibrary.org/obo/HP_0004751>	<http://www.w3.org/2000/01/rdf-schema#label>		"Paroxysmal ventricular tachycardia"	"Tachycardie ventriculaire paroxystique"@fr
<http://purl.obolibrary.org/obo/HP_0001083>	<http://www.w3.org/2000/01/rdf-schema#label>		"Ectopia lentis"	"Ectopie du cristallin"@fr
<http://purl.obolibrary.org/obo/HP_0012681>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of pineal morphology"	"Anomalie de la morphologie de la glande pinéale"
<http://purl.obolibrary.org/obo/HP_0032104>	<http://www.w3.org/2000/01/rdf-schema#label>		"Saccadic oscillation"	"Oscillation saccadique"@fr
<http://purl.obolibrary.org/obo/HP_0004459>	<http://www.w3.org/2000/01/rdf-schema#label>		"Exostosis of the external auditory canal"	"Exostoses du canal auditif externe"@fr
<http://purl.obolibrary.org/obo/HP_0031515>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal meiosis"	"Méiose anormale"@fr
<http://purl.obolibrary.org/obo/HP_0031791>	<http://www.w3.org/2000/01/rdf-schema#label>		"Lenticular astigmatism"	"Astigmatisme lenticulaire"@fr
<http://purl.obolibrary.org/obo/HP_0010395>	<http://www.w3.org/2000/01/rdf-schema#label>		"Aplasia/hypoplasia of the proximal phalanx of the 2nd toe"	"Aplasie/hypoplasie de la première phalange du deuxième orteil"@fr
<http://purl.obolibrary.org/obo/HP_0012480>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of cerebral veins"	"Anomalie des veines cérébrales"
<http://purl.obolibrary.org/obo/HP_0040294>	<http://www.w3.org/2000/01/rdf-schema#label>		"Duplicated tongue"	"Duplication linguale"@fr
<http://purl.obolibrary.org/obo/HP_0004347>	<http://www.w3.org/2000/01/rdf-schema#label>		"Weakness of muscles of respiration"	"Faiblesse musculaire respiratoire"@fr
<http://purl.obolibrary.org/obo/HP_0100752>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal liver lobulation"	"Lobulation hépatique anormale"@fr
<http://purl.obolibrary.org/obo/HP_0030115>	<http://www.w3.org/2000/01/rdf-schema#label>		"Reduced muscle fiber dysferlin"	"Diminution de la dysferline des fibres musculaires"@fr
<http://purl.obolibrary.org/obo/HP_0030730>	<http://www.w3.org/2000/01/rdf-schema#label>		"Parietal meningocele"	"Méningocèle pariétale"@fr
<http://purl.obolibrary.org/obo/HP_0012307>	<http://www.w3.org/2000/01/rdf-schema#label>		"Spatulate ribs"	"Côtes en forme de spatule"@fr
<http://purl.obolibrary.org/obo/HP_0008222>	<http://www.w3.org/2000/01/rdf-schema#label>		"Female infertility"	"Infertilité féminine"@fr
<http://purl.obolibrary.org/obo/HP_0009382>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent epiphyses of the 5th finger"	"Absence des épiphyses de l'auriculaire"@fr
<http://purl.obolibrary.org/obo/HP_0000033>	<http://www.w3.org/2000/01/rdf-schema#label>		"Ambiguous genitalia, male"	"Ambiguïté sexuelle masculine"@fr
<http://purl.obolibrary.org/obo/HP_0010407>	<http://www.w3.org/2000/01/rdf-schema#label>		"Curved middle phalanx of the 2nd toe"	"Courbure de la phalange moyenne du 2nd orteil"@fr
<http://purl.obolibrary.org/obo/HP_0002087>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the upper respiratory tract"	"Anomalie des voies aériennes supérieures"@fr
<http://purl.obolibrary.org/obo/HP_0008715>	<http://www.w3.org/2000/01/rdf-schema#label>		"Testicular dysgenesis"	"Dysénésie testiculaire"@fr
<http://purl.obolibrary.org/obo/HP_0010312>	<http://www.w3.org/2000/01/rdf-schema#label>		"Asymmetry of the breasts"	"Asymétrie mammaire"@fr
<http://purl.obolibrary.org/obo/HP_0000225>	<http://www.w3.org/2000/01/rdf-schema#label>		"Gingival bleeding"	"Hémorragie gingivale"@fr
<http://purl.obolibrary.org/obo/HP_0030096>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal muscle fiber dystrophin expression"	"Expression anormale de la dystrophine dans les fibres musculaires"@fr
<http://purl.obolibrary.org/obo/HP_0030995>	<http://www.w3.org/2000/01/rdf-schema#label>		"Peritoneal effusion"	"Épanchement péritonéal"@fr
<http://purl.obolibrary.org/obo/HP_0010046>	<http://www.w3.org/2000/01/rdf-schema#label>		"Aplasia of the 5th metacarpal"	"Aplasie du cinquième métacarpien"@fr
<http://purl.obolibrary.org/obo/HP_0009819>	<http://www.w3.org/2000/01/rdf-schema#label>		"Lower limb phocomelia"	"Phocomélie impliquant les membres inférieurs"@fr
<http://purl.obolibrary.org/obo/HP_0010982>	<http://www.w3.org/2000/01/rdf-schema#label>		"Polygenic inheritance"	"Hérédité polygénique"@fr
<http://purl.obolibrary.org/obo/HP_0012443>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of brain morphology"	"Anomalie morphologique du cerveau"@fr
<http://purl.obolibrary.org/obo/HP_0000617>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of ocular smooth pursuit"	"Anomalie des mouvements de poursuite oculaire"@fr
<http://purl.obolibrary.org/obo/HP_0002246>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the duodenum"	"Anomalie du duodenum"
<http://purl.obolibrary.org/obo/HP_0011214>	<http://www.w3.org/2000/01/rdf-schema#label>		"EEG with photoparoxysmal response grade IV"	"EEG (électroencéphalogramme) avec réponse photoparoxystique grade 4"@fr
<http://purl.obolibrary.org/obo/HP_0000326>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the maxilla"	"Anomalie du maxillaire"@fr
<http://purl.obolibrary.org/obo/HP_0040108>	<http://www.w3.org/2000/01/rdf-schema#label>		"Morphological abnormality of the anterior semicircular canal"	"Anomalie morphologique du canal semi-circulaire antérieur"@fr
<http://purl.obolibrary.org/obo/HP_0012109>	<http://www.w3.org/2000/01/rdf-schema#label>		"Angle closure glaucoma"	"Glaucome primitif à angle fermé (maladie)"@fr
<http://purl.obolibrary.org/obo/HP_0009547>	<http://www.w3.org/2000/01/rdf-schema#label>		"Broad phalanges of the 2nd finger"	"Phalanges de l'index larges"@fr
<http://purl.obolibrary.org/obo/HP_0025403>	<http://www.w3.org/2000/01/rdf-schema#label>		"Stooped posture"	"Posture voûtée"@fr
<http://purl.obolibrary.org/obo/HP_0000549>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal conjugate eye movement"	"Mouvement oculaire conjugué anormal"@fr
<http://purl.obolibrary.org/obo/HP_0031189>	<http://www.w3.org/2000/01/rdf-schema#label>		"Wrist drop"	"Chute du poignet"@fr
<http://purl.obolibrary.org/obo/HP_0032252>	<http://www.w3.org/2000/01/rdf-schema#label>		"Granuloma"	"Granulome"@fr
<http://purl.obolibrary.org/obo/HP_0012504>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal size of pituitary gland"	"Taille anormale de l'hypophyse"@fr
<http://purl.obolibrary.org/obo/HP_0025143>	<http://www.w3.org/2000/01/rdf-schema#label>		"Chills"	"Frissons"@fr
<http://purl.obolibrary.org/obo/HP_0000277>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the mandible"	"Anomalie de la mandibule"
<http://purl.obolibrary.org/obo/HP_0000002>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of body height"	"Anomalie de la taille corporelle"@fr
<http://purl.obolibrary.org/obo/HP_0009419>	<http://www.w3.org/2000/01/rdf-schema#label>		"Stippling of the epiphyses of the 3rd finger"	"Calcifications ponctuées de l'épiphyse du majeur"@fr
<http://purl.obolibrary.org/obo/HP_0001119>	<http://www.w3.org/2000/01/rdf-schema#label>		"Keratoglobus"	"Kératoglobe"@fr
<http://purl.obolibrary.org/obo/HP_0040044>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hypoplasia of the diaphragm"	"Hypoplasie du diaphragme"@fr
<http://purl.obolibrary.org/obo/HP_0011566>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cor triatriatum dexter"	"Cor triatriatum droit"@fr
<http://purl.obolibrary.org/obo/HP_0009835>	<http://www.w3.org/2000/01/rdf-schema#label>		"Aplasia/Hypoplasia of the distal phalanges of the hand"	"Aplasie/hypoplasie des phalanges distales de la main"@fr
<http://purl.obolibrary.org/obo/HP_0012011>	<http://www.w3.org/2000/01/rdf-schema#label>		"EEG with occipital focal spike waves"	"EEG avec pointes-ondes focales occipitales"@fr
<http://purl.obolibrary.org/obo/HP_0031862>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased heart rate variability"	"Augmentation de la variabilité de la fréquence cardiaque"@fr
<http://purl.obolibrary.org/obo/HP_0030086>	<http://www.w3.org/2000/01/rdf-schema#label>		"Reduced CSF lactate"	"Réduction du taux de lactates du LCR"@fr
<http://purl.obolibrary.org/obo/HP_0025473>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hyperpigmented papule"	"Papule hyperpigmentée"@fr
<http://purl.obolibrary.org/obo/HP_0031193>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal morphology of right ventricular trabeculae"	"Morphologie anormale des travées du ventricule droit"@fr
<http://purl.obolibrary.org/obo/HP_0010390>	<http://www.w3.org/2000/01/rdf-schema#label>		"Triangular shaped phalanges of the 5th toe"	"Phalanges du 5ième orteil de forme triangulaire"@fr
<http://purl.obolibrary.org/obo/HP_0020041>	<http://www.w3.org/2000/01/rdf-schema#label>		"Double elevator palsy"	"Paralysie du double élévateur"@fr
<http://purl.obolibrary.org/obo/HP_0005781>	<http://www.w3.org/2000/01/rdf-schema#label>		"Contractures of the large joints"	"Contractures des grosses articulations"@fr
<http://purl.obolibrary.org/obo/HP_0000130>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the uterus"	"Anomalie de l'utérus"@fr
<http://purl.obolibrary.org/obo/HP_0011578>	<http://www.w3.org/2000/01/rdf-schema#label>		"Transitional atrioventricular canal defect"	"Défaut transitoire du canal auriculo-ventriculaire"@fr
<http://purl.obolibrary.org/obo/HP_0001362>	<http://www.w3.org/2000/01/rdf-schema#label>		"Calvarial skull defect"	"Defect de la voûte cranienne"@fr
<http://purl.obolibrary.org/obo/HP_0030042>	<http://www.w3.org/2000/01/rdf-schema#label>		"Incomplete ossification of pubis"	"Ossification incomplète du pubis"@fr
<http://purl.obolibrary.org/obo/HP_0006755>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cutaneous leiomyosarcoma"	"Léiomyosarcome cutané"@fr
<http://purl.obolibrary.org/obo/HP_0031987>	<http://www.w3.org/2000/01/rdf-schema#label>		"Diminished ability to concentrate"	"Diminution de la capacité de concentration"@fr
<http://purl.obolibrary.org/obo/HP_0100192>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bracket epiphysis of the proximal phalanx of the 4th toe"	"Épiphyse de la phalange proximale du quatrième orteil en crochet"@fr
<http://purl.obolibrary.org/obo/HP_0008108>	<http://www.w3.org/2000/01/rdf-schema#label>		"Advanced tarsal ossification"	"Ossification avancée du tarse"@fr
<http://purl.obolibrary.org/obo/HP_0006818>	<http://www.w3.org/2000/01/rdf-schema#label>		"Type I lissencephaly"	"Lissencéphalie type I"
<http://purl.obolibrary.org/obo/HP_0010081>	<http://www.w3.org/2000/01/rdf-schema#label>		"Patchy sclerosis of the distal phalanx of the hallux"	"Sclérose irrégulière de la phalange distale de l'hallux"@fr
<http://purl.obolibrary.org/obo/HP_0006059>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cone-shaped metacarpal epiphyses"	"Épiphyses métacarpiennes en forme de cône"@fr
<http://purl.obolibrary.org/obo/HP_0100820>	<http://www.w3.org/2000/01/rdf-schema#label>		"Glomerulopathy"	"Glomérulopathie"@fr
<http://purl.obolibrary.org/obo/HP_3000007>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of mentalis muscle"	"Anomalie du muscle mentonnier"@fr
<http://purl.obolibrary.org/obo/HP_0009388>	<http://www.w3.org/2000/01/rdf-schema#label>		"Ivory epiphyses of the 5th finger"	"Épiphyses d'ivoire de l'auriculaire"@fr
<http://purl.obolibrary.org/obo/HP_0007036>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hypoplasia of olfactory tract"	"Hypoplasie du tractus olfactif"@fr
<http://purl.obolibrary.org/obo/HP_0030508>	<http://www.w3.org/2000/01/rdf-schema#label>		"Retinal cavernous hemangioma"	"Hémangiome caverneux rétinien"@fr
<http://purl.obolibrary.org/obo/HP_0008770>	<http://www.w3.org/2000/01/rdf-schema#label>		"Obsessive-compulsive trait"	"Trait de personnalité obsessive-compulsive"@fr
<http://purl.obolibrary.org/obo/HP_0000391>	<http://www.w3.org/2000/01/rdf-schema#label>		"Thickened helices"	"Hélix épaissis"@fr
<http://purl.obolibrary.org/obo/HP_0031483>	<http://www.w3.org/2000/01/rdf-schema#label>		"Reduced contraction of the left ventricular apex"	"Contraction réduite de l'apex du ventricule gauche"@fr
